
2022-10-19 14:33:46.374921,Ольга,2058912272, /time
2022-10-19 14:33:54.415618,Ольга,2058912272, /help
2022-10-20 09:50:22.734629,Ольга,2058912272, /help
2022-10-20 10:03:33.412987,Ольга,2058912272, /hi
2022-10-20 10:03:39.452694,Ольга,2058912272, /ok
2022-10-20 10:05:00.729649,Ольга,2058912272, /hi
2022-10-20 10:08:10.243258,Ольга,2058912272, /hi
2022-10-20 10:08:13.285881,Ольга,2058912272, /ok
2022-10-20 10:11:52.164129,Ольга,2058912272, /hi
2022-10-20 10:11:54.719280,Ольга,2058912272, /ok
2022-10-20 10:13:06.326426,Ольга,2058912272, /hi
2022-10-20 10:13:08.712585,Ольга,2058912272, /ok
2022-10-20 10:18:31.075120,Ольга,2058912272, /hi
2022-10-20 10:18:42.272114,Ольга,2058912272, /help
2022-10-20 10:18:44.538818,Ольга,2058912272, /phone
2022-10-20 10:19:16.166158,Ольга,2058912272, /url
